OBJECTID,Plant_Name,Owner,Operator,State,County,City,ZipCode,Cap_MMcfd,Plant_Flow,BTU_Content,Dry_Stor,NGL_Stor,Longitude,Latitude,Period,Source,Loc_Source,x,y
341,Pelican Plant,,"Enlink Pelican Plant, LLC",LA,St. Mary,Patterson,70392,600,236,1090,,,-91.34278,29.69167,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10168231.7572,3463978.1477
342,Penn Cryo Gas Plant,"Mountain Gathering, LLC","Mountain Gathering, LLC",PA,Butler,Renfrew,16053,144,140,1180,,5733,-79.94301,40.81018,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-8899215.1657,4984383.4457
343,Perkins Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,OK,Payne,Perkins,74059,30,3.5,1280,0,700,-97.08714,35.892,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10807690.9874,4285770.8964
344,Pineview Gas Plant,,Citation Oil & Gas Corp.,UT,Summit,Coalville,84017,2,1,1870,,5000,-111.15086,40.93447,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-12373257.1364,5002680.8034
345,Pioneer Cryogenic Plant,"Enterprise Gas Processing,LLC",Enterprise Gas Processing LLC,WY,Lincoln,Opal,83124,800,758,1115,,,-110.32907,41.79228,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12281775.8921,5129914.6027
346,Plaquemine Plant,Enlink Midstream,"EnLink LIG Liquids, LLC",LA,Iberville Parish,Plaquemine,70764,225,162,1052,,11905,-91.23957,30.23539,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10156742.4726,3533843.0596
347,Plateau Creek Plant,Caerus Piceance LLC,,CO,Mesa,Mesa,81643,1,1,1075,,300,-108.1186,39.16983,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12035707.4973,4746027.5408
348,Platte Valley Gas Plant,"Western Gas Partners, LP","Western Gas Partners, LP",CO,Weld,Ft Lupton,80621,105,100,1283,,15000,-104.75101,40.1429,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11660829.0933,4886729.8992
349,Platteville,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Platteville,80651,70,60,1270,,3600,-104.79592,40.23317,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11665828.4516,4899883.9871
350,Premier DeBeque,"Red Rock Gathernig Company, LLC","Red Rock Gathering Company, LLC",CO,Mesa County,Grand Junction,81505,28,20,1047,,1429,-108.24194,39.32781,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12049437.6433,4768736.9123
351,Price Raptor Plant,Dominion Energy Questar Field Services,Dominion Energy Questar Pipeline,UT,Carbon,Price,84501,130,,1046,,3571,-110.58352,39.65468,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12310101.1365,4815887.4784
352,Ranger,,"Ranger Gas Gathering, L.L.C.",TX,Eastland,Ranger,76470-0079,8.5,4.8,1380,,714,-98.78912,32.46847,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10997154.5343,3824962.912
353,Raptor Gas Plant,"Carnero Processing, LLC","Carnero Processing, LLC",TX,La Salle,Cotulla,78014,260,136,1292,,,-99.26071,28.41449,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11049651.693,3301332.7168
354,Rawhide,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Sterling,Big Spring,79720,75,50,1090,0,630,-101.27979,32.01308,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11274414.6504,3765027.7029
355,Rebel Plant,La Grange Acquisition LP,Energy Transfer Company,TX,Glasscock,Garden City,79739,200,200,1300,,,-101.70201,31.89006,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11321415.9659,3748887.9296
356,Red Bluff Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Reeves,Orla,79770,220,180,1220,,1350,-103.92966,31.79964,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11569396.8295,3737038.9033
357,Red Hills,"Lucid Energy Delaware, LLC",,NM,Lea,Jal,88252,275,130,1150,,,-103.52231,32.21307,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11524050.8349,3791311.9869
358,Red Wash Area,Andeavor Field Services LLC,Andeavor Field Services LLC,UT,Uintah,Vernal,84078,300,198,1102,,,-109.28061,40.19667,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-12165061.8588,4894563.1215
359,Red Wing Creek Gas Plant II,True Oil LLC,True Oil LLC,ND,McKenzie,Arnegard,58835,12,4,1475,,9143,-103.53851,47.6153,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11525854.2107,6043091.4305
360,Redtail Gas Plant,Whiting Oil And Gas Corporation,Whiting Oil And Gas Corporation,CO,Weld,New Raymer,80742,70,17,1320,,7620,-103.86426,40.82612,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11562116.5348,4986728.1348
361,Reno Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,KS,Reno,Turon,67583,8,2,1370,0,800,-98.42291,37.82616,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10956388.2236,4554897.0746
362,Reveille Cryogenic Plant,"Howard Midstream Energy Partners, LLC","Texas Pipeline Processing, LLC",TX,Webb,Laredo,78045,200,75,1098,,715,-99.51231,27.81368,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11077659.6769,3225503.3442
363,Rifle Gas Plant-Rifle Creek,Xcel Energy,Xcel Energy,CO,Garfield,,81650,50,25,1070,,2857,-107.83407,39.53288,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12004033.7626,4798292.0605
364,Riptide Plant,,Coronado Midstream LLC,TX,Martin,Lenorah,79749,100,85,1270,,6600,-101.90423,32.24282,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11343926.9933,3795226.9001
365,Roberts Ranch,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Midland,Odessa,79766,70,70,1100,,362,-102.24722,31.78222,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11382108.4654,3734757.4444
366,Robinson Lake Gas Plant,Andeavor Field Services LLC,Andeavor Field Services LLC,ND,Mountrail,New Town,58673,140,97,1550,,29050,-102.35017,48.0642,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11393568.807,6117542.0808
367,Rodman,Mustang Ventures Company,"Mustang Gas Products, LLC",OK,Garfield,Waukomis,73773,80,68,1200,,580,-98.03453,36.17993,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10913153.9598,4325407.7906
368,Roger Mills,Enable Midstream,Enable Midstream Partners,OK,Roger Mills,Cheyenne,73628,100,30,1065,0,1200,-99.52159,35.54953,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11078692.7217,4238813.1222
369,Rogersville Cryogenic Plant,"Continuum Midstream, LLC","Continuum Midstream, LLC",TN,Hawkins,Rogersville,37857,25,12,1225,,2857,-83.04545,36.33461,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9244577.2067,4346761.411
370,Roggen,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Roggen,80652,75,65,1300,,5950,-104.38744,40.11756,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11620356.666,4883040.5133
371,Rose Valley,"SemGas, LP","SemGas, LP",OK,Woods,Alva,73717-5073,400,250,1130,,,-98.75314,36.66771,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10993149.259,4392890.5033
372,Rosewood Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Upshur,Gilmer,75644,12,4,1103,,467,-95.06294,32.78708,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10582358.0741,3867076.3768
373,Rothermel,Linn Energy LLC,,TX,Limestone,Groesbeck,76642,15,15,1080,,714,-96.43593,31.46502,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10735198.6218,3693289.2449
374,Roystone Gas Plant,Elkhorn Holdings LLC,Elkhorn Gas Processing,PA,Warren,Sheffield,16347,9,6,1251,,3036,-78.97158,41.72062,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8791076.0727,5119221.1119
375,Sage Creek Natural Gas Processing Plant,ONEOK,ONEOK,WY,Converse,Glenrock,82637,50,20,1300,,200,-105.85214,43.11497,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11783406.3242,5329487.858
376,Saint Jo Processing Plant,"Kinder Morgan - Copano Field Services/North Texas, LLC",,TX,Montague,Montague,76251,110,73,1082,,,-97.62442,33.63325,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10867500.7234,3979662.1316
377,Sale Ranch Gas Plant,West Texas Gas Processing LP,West Texas Gas Processing LP,TX,Martin,Stanton,79782,250,210,1247,,750,-101.93522,32.21095,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11347376.7843,3791033.0571
378,Salem Gas Plant,,Citation Oil & Gas Corp.,IL,Marion,Salem,62881,1.5,0.85,,,1500,-89.0156,38.55556,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-9909171.2647,4658207.8346
379,Salt Creek Processing Plant,Occidental Permian Ltd,Occidental Permian Ltd,TX,Kent,Snyder,79550,165,160,1170,,1300,-100.86873,33.23243,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11228655.6606,3926195.9525
380,San Juan Gas Plant,"Hilcorp San Juan, LLC.",Harvest Pipeline Company,NM,San Juan,Bloomfield,87413,550,372,1152,,4000,-107.96831,36.7319,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12018977.291,4401802.6982
381,San Martin Natural Gas Plant,Enterprise Hydrocarbons L.P.,Enterprise Hydrocarbons L.P.,TX,Bexar,Elmendorf,78112-9771,200,145,1251,,,-98.40911,29.212,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10954852.0146,3402656.6551
382,Santa Clara Valley Gas Plant,"Vintage Pipeline, Inc.","Vintage Pipeline, Inc.",CA,Ventura,Piru,93040,17,10,1250,,2610,-118.79622,34.38792,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-13224334.7186,4081009.9048
383,Saunders Plant,"Targa Midstream Services, LLC","Targa Midstream Services, LLC",NM,Lea,Lovington,88260,70,38,1220,,2286,-103.60792,33.05755,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11533580.8966,3902945.2571
384,Sea Robin Gas Processing Plant,"Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC",LA,Vermillion,Erath,70533,660,100,1080,,350,-92.06669,29.89667,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10248817.0498,3490274.6383
385,Seminole Gas Processing Plant,Oxy USA INC,Oxy USA INC,TX,Gaines,Seminole,79360,285,275,,,10000,-102.68231,32.75757,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11430542.4627,3863169.4688
386,Shackelford Plant,Dgp Taurus Gp Holding LLC,Davis Gas Processing Inc,TX,Eastland,Cisco,76437,15,7,1262,,750,-99.18667,32.27666,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11041409.5979,3799681.5907
387,Shackelford Plant,"Targa Midstream Services, LLC","Targa Midstream Services, LLC",TX,Shackelford,Albany,,15,6,1321,,4528,-99.22028,32.85944,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11045151.046,3876661.8016
388,Shamburger Lake Plant,Valence Operating Company,Valence Operating Company,TX,Smith,Tyler,75706,2,0.115,1295,,355,-95.36517,32.43741,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10616002.1638,3820865.4358
389,Sherman,"SemGas, LP","SemGas, LP",TX,Grayson,Sherman,75092-6707,30,30,,,350,-96.63621,33.68263,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10757493.6894,3986266.1838
390,Sherman 35,"Breitburn Operating, L.P.","Breitburn Operating, L.P.",MI,Osceola,LeRoy,49655,2,2,,,714,-85.36458,44.07761,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9502741.5774,5477460.3753
391,Sherwood Plant,MarkWest Liberty Midstream & Resource,MarkWest Liberty Midstream & Resources,WV,Doddridge,West Union,26456,1800,1481,1225,,,-80.68469,39.27611,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-8981778.6056,4761299.4863
392,Shilling Gas Plant,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,TX,Webb,Freer,78357-2032,110,110,1200,,,-98.8713,27.94161,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11006302.7701,3241614.139
393,Sholem Alechem,"DCP Operating Company, LP","DCP Operating Company, LP",OK,Stephens-Carter,Duncan,73533,60,55,1235,,5950,-97.58597,34.49358,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10863220.489,4095271.8873
394,Shoup Cryogenic Plant,Enterprise Hydrocarbons L.P.,Enterprise Hydrocarbons L.P.,TX,Nueces,Corpus Christi,78410,285,255,1120,,1700,-97.56557,27.79971,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10860949.5714,3223745.1907
395,Signal Hill West Unit Gas Plant,"Signal Hill Petroleum, Inc.","Signal Hill Petroleum, Inc.",CA,Los Angeles,Signal Hill,90755,4,1,1476,,952,-118.1756,33.81056,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-13155247.6162,4003393.1388
396,Silo Gas Plant,"Kaiser-Frontier Midstream, LLC","Kaiser-Frontier Midstream, LLC",WY,Laramie,Cheyenne,82009,15,6,1400,,2140,-104.60421,41.28857,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11644487.392,5054999.3028
397,Silver Creek Plant,"Enlink Texas Processing, LP","Enlink Texas Processing, LP",TX,Parker,Weatherford,76087,200,146,1164,,1287,-97.67461,32.8013,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10873087.8486,3868959.4634
398,Silver Oak Plant 1,APL South Tex Processing Company LP,TPL South Tex Processing Company LP,TX,Bee,Tuleta,78162,260,179,1292,,,-97.85359,28.55857,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10893011.8111,3319580.9645
399,Silvertip,Incremental Oil and Gas,Incremental Oil and Gas,WY,Park,Powell,82435,5,5,,,2140,-108.93586,44.97069,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-12126684.4643,5616908.4062
400,Skull Creek Dew Point,Dominion Energy Questar Pipeline,Dominion Energy Questar Pipeline,CO,Moffat,Craig,81625,45,20,1108,,1428,-108.31179,40.95077,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12057213.3097,5005082.9597
401,Slaughter Gasoline Plant,Oxy,OXY,TX,Hockley,Sundown,79372,35,30,1400,,446000,-102.55952,33.46809,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11416873.5424,3957601.1804
402,Slaughter Gasoline Plant (Mallet),Oxy,OXY,TX,Hockley,Sundown,79372,345,340,1250,,2200,-102.56162,33.459,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11417107.3133,3956388.2225
403,Sligo Processing Facility,Enable Midstream Partners,Enable Midstream Partners,LA,Bossier,Haughton,71037,230,140,1100,,7857,-93.53111,32.51583,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10411835.5385,3831213.4274
404,Smokehouse,"Core Appalachia Operating, LLC","Core Appalachia Operating, LLC",WV,Logan,Chapmanville,25508,13,7,1279,,2142,-82.08443,37.92629,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9137596.9497,4569018.2886
405,Snyder Gasoline Plant,ExxonMobil Corporation,Kinder Morgan CO2,TX,Scurry,Snyder,79549,90,59,1300,,1000,-100.95875,32.75157,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11238676.6411,3862375.2711
406,Sonora Plant,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,TX,Sutton,Sonora,76950,120,95,1141,,750,-100.64732,30.29943,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11204008.4121,3542097.1365
407,South Canadian,Enable Products LLC,Enable Products LLC,OK,Canadian,Calumet,73014,200,200,1152,,,-98.11164,35.51074,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10921737.8057,4233507.113
408,South Carlsbad Dew Point Plant,Enterprise Field Services LLC,Enterprise Products Operating LLC,NM,Eddy,Loving,88256,200,50,1060,,1200,-104.13631,32.31319,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11592401.0023,3804492.258
409,South Eddy Cryo Plant,Enterprise Field Services LLC,Enterprise Products Operating LLC,NM,Eddy,Malaga,88263,200,200,1246,,,-103.82968,32.16269,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11558267.1068,3784685.2146
410,Southwest Ozona,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Crockett,Ozona,76943-1029,90,85,1160,,1429,-101.46667,30.44583,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11295218.0369,3560986.8274
411,Spearman Plant,ETC Field Serivces LLC,ETC Field Services LLC,TX,Ochiltree,Spearman,79081,100,80,1210,,1657,-101.04801,36.0858,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11248613.0189,4312433.7512
412,Spindle,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Ft. Lupton,80621,39,39,1275,,7270,-104.88419,40.08894,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11675654.6231,4878875.2277
413,Spivey,Atlas KS Energy LLC,"Pioneer Exploration, LLC",KS,Harper,Harper,67058-8432,22,8,1190,,7620,-98.21925,37.37154,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10933716.8961,4491021.9813
414,Spraberry Plant,"Navitas Midstream Midland Basin, LLC",,TX,Midland,Midland,79706,125,63,1300,,,-101.79196,31.85783,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11331429.154,3744663.0392
415,SpringBrook Gas Plant,1804 Ltd,1804 LTD,ND,Williams,Williston,58801,,,,,,-103.51904,48.22924,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11523686.8202,6145077.2896
416,Stateline Natural Gas Processing Plant,ONEOK,ONEOK,ND,Williams,Williston,58801,220,167,1424,,17358,-103.94408,48.22825,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11571002.0566,6144911.854
417,Stephens Natural Gas Processing,ONEOK,ONEOK,OK,Stephens,Velma,73491,30,27,1145,,500,-97.70102,34.46858,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10876027.7964,4091895.7587
418,Sterling Plant,Targa Resources,Targa Resources,TX,Sterling,Sterling City,76951,90,85,1250,0,1610,-101.23611,31.97028,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11269552.2151,3759410.0472
419,Stockman Plant,Enable Midstream Partners,Enable Midstream Partners,TX,Shelby,Center,75935,15,1,1070,,714,-94.34102,31.73996,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10501994.3073,3729224.5307
420,Sunray Gas Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Moore,Sunray,79086,165,145,1185,,4050,-101.81559,35.9621,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11334059.6336,4295407.6429
421,Sutton Sonora Plant,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Sutton,Sonora,76493,62,62,1175,,4523,-100.58885,30.5069,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11197499.5615,3568874.9436
422,Sweetwater Creek Gas Plant,Aethon United BR LP,Aethon Energy Operating LLC,TX,Wise,Decatur,76234,12,8,1120,,5714,-97.39789,33.17153,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10842283.5191,3918093.897
423,Sweetwater Plant,"Enbridge G&P (Oklahoma), L.P.","Enbridge G & P (Oklahoma), L.P.",OK,Beckham,Sayre,73662,125,65,1143,,,-99.80493,35.36307,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11110233.9863,4213331.0253
424,Targa Midstream Services LLC,,"Targa Midstream Services, LLC",NM,Lea,Eunice,88231-1909,115,100,1029,,713,-103.14725,32.42494,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11482299.3467,3819220.7741
425,Targa Sandhills Plt,Targa Resources,Targa Resources,TX,Crane,Crane,79743,180,152,1230,,9285,-102.64083,31.50111,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11425924.9302,3698000.2512
426,Tarzan Gas Plant,Targa Resources,Targa Resources,TX,Martin,Lenorah,79749,10,8.7,1050,,1876,-101.91115,32.37703,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11344697.3242,3812904.0634
427,Tecumseh Gas Plant,Enerfin Resources Company,Enerfin Resources I LP,OK,Pottatomie,Tecumseh,74873,20,10,1310,,1400,-96.94472,35.20639,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10791836.8655,4191964.213
428,Texas City Processing Plant,Kinder Morgan Tejas Pipeline LLC,Kinder Morgan Tejas Pipeline LLC,TX,Galveston,Texas City,77590,65,65,1045,,400,-94.94083,29.37583,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10568764.8511,3423568.2915
429,Thomas,Enable Products LLC,Enable Products LLC,OK,Custer,Thomas,73669,150,93,1051,,,-98.79778,35.73944,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10998118.5611,4264827.6941
430,Thompsonville Gas Plant,Enterprise Hydrocarbons LP,Enterprise Hydrocarbons L.P.,TX,Jim Hogg,Mirando City,77369,330,305,1140,,,-98.93725,27.25736,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11013644.2905,3155662.4396
431,Three Rivers,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Live Oak,George West,78022,95,,,,1380,-98.13589,28.40578,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10924437.3033,3300230.3612
432,Tilden,ETC Field Services LLC,ETC Field Services LLC,TX,McMullen,Tilden,78072,150,98,1250,,3250,-98.52959,28.41049,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10968263.7869,3300826.4573
433,Tippett Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Upton,McCamey,79752,55,50,1200,,7500,-102.22282,31.03752,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11379392.2699,3637622.7888
434,Toca Gas Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,LA,St. Bernard,St. Bernard,70085,1100,150,1096,,,-89.83321,29.86624,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10000187.1935,3486367.8039
435,Tolar Plant/Black Diamond,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Hood,Tolar,76476,120,20,1270,,1430,-97.88872,32.34394,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10896922.4648,3808543.256
436,Tract 75 Gas Plant,Kinder Morgan Production Company LLC,Kinder Morgan Production Company LLC,TX,Pecos,Iraan,79744,110,73,300,,,-101.93056,30.86889,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11346858.0355,3615733.6943
437,Trend Gathering Farrar plant,XTO Energy,"XTO Energy, Inc.",TX,Limestone,Jewett,75846,330,110,1000,,3000,-96.26194,31.44472,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10715830.1436,3690640.1835
438,Trend Teague Plant,Trend Gathering and Treating L.P.,Trend Gathering and Treating L.P.,TX,Freestone,Teague,75860,330,200,1025,,3000,-96.22039,31.62764,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10711204.8187,3714531.2268
439,Trinidad,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,TX,Henderson,Trinidad,75163,65,52,1049,,476,-96.08485,32.12756,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10696116.5749,3780066.5311
440,Tupelo Gas Plant,Targa Resources,Targa Resources,OK,Coal,Coalgate,74538,125,122,1223,,,-96.29188,34.58579,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10719163.0491,4107733.1629
441,Tyler Gas Plant,Aethon United Gas LP,Aethon Energy Operating LLC,TX,Smith,Tyler,75704,1,1,,,210,-95.43441,32.38384,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10623709.9254,3813801.7259
442,Van Plant,UNOCAL - CNAEP,UNOCAL - CNAEP,TX,Van Zandt,Van,75790,1.2,0.5,1370,,1142,-95.62501,32.53861,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10644927.4203,3834221.0771
443,Velma Gas Plant,Targa Pipeline Mid-Continent LLC,Targa Pipeline Mid-Continent LLC,OK,Stephens,Velma,73491,160,151,1210,,4500,-97.68911,34.46139,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10874701.9812,4090924.9714
444,Venice Gas Plant,"Targa Resources, LLC",Targa Resources,LA,Plaquemines,Venice,70091,750,450,1180,,,-89.38501,29.23722,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9950293.7978,3405873.6111
445,Venture Gas Plant 7,Aera Energy LLC,Aera Energy LLC,CA,Ventura,Ventura,93001,12,8,1168,,1400,-119.27017,34.3122,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-13277094.5912,4070800.2928
446,Vermillion Gas Plant,Andeavor Field Services LLC,Andeavor Field Services LLC,WY,Sweetwater,Rock Springs,82934,57,49,1068,,685,-108.76185,41.05852,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12107313.7597,5020977.1861
447,Vivian Gas Processing,"Caruthers Producing Co, Inc","Caruthers Producing Co, Inc",LA,Caddo,Vivian,,1,1,,,714,-93.9871,32.8716,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10462596.1131,3878273.3862
448,Waha Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Pecos,Pecos,79730,120,120,1184,,,-103.08667,31.26889,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11475555.612,3667719.085
449,Waskom Gas Processing,"Enable Midsteam Partners, LP",Enable Midstream Partners,TX,Harrision,Waskom,75692,250,210,1080,,48000,-94.07278,32.4717,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10472133.9671,3825389.0989
450,Wasson ODC Unit CO2 Removal Plant,Occidental Permian Ltd 04,Occidental Permian Ltd,TX,Yoakum,Denver City,79323,100,96,,,4300,-102.75465,33.01171,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11438595.3146,3896858.3732
451,Watford City Gas Plant,Hiland Partners Holdings  LLC,Kinder Morgan,ND,McKenzie,Alexander,58831,85,57,1445,,61429,-103.77944,47.92216,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11552674.4156,6093914.7882
452,Wattenberg Gas Plant,Anadarko Petroleum Company,,CO,Adams,Aurora,80019,250,183,1259,,9500,-104.68154,39.74643,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11653095.7283,4829162.3081
453,Waynoka Plant,"TPL Mid-Continent Westok, LLC","Tpl Mid-Continent Westok, LLC",OK,Woods,Alva,73717,430,340,1130,,,-98.76633,36.6517,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10994617.5631,4390668.8198
454,West Union NGL Extraction Plant,"Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.",WV,Doddridge,West Union,26456,35,,,,2514,-80.80767,39.32406,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8995468.6766,4768197.2623
