ID,SOURCE,BLM ID,USGS ID,ALASKA_QUAD_NAMES,API,WELL NAME,LAT,LONG,FIELD,STATE,COUNTY,HE,CO2,H2,N2,H2S,AR,O2,C1,C2,C3,N-C4,I-C4,N-C5,I-C5,C6+,BTU,FORMATION,AGE,DEPTH,FINAL_DRILLING_DATE,FINAL_SAMPLING_DATE,PUBLICATION DATE,SAMPLE DATE BEFORE COMPLETION
42602,BLM,21126,,,3003720051,ANNA KATHERYN NO. 1,35.0761604,-104.1229553,TUCUMCARI,NEW MEXICO,QUAY,0.331,3.29,0.02,24.74,,,0.3,64.76,2.37,1.44,0.67,0.61,0.24,0.46,0.77,841,CANYON L,PENNSYLVANIAN,6870,,12/9/2002,,
42603,BLM,21127,,,3003720051,ANNA KATHERYN NO. 1,35.0761604,-104.1229553,TUCUMCARI,NEW MEXICO,QUAY,0.295,0.98,,14.09,,,0.04,71.17,7.36,3.4,0.91,0.77,0.19,0.39,0.4,1034,CANYON L,PENNSYLVANIAN,6714,,1/9/2003,,
42604,BLM,21128,,,3003720052,ANNA KATHERYN NO. 2,35.0686378,-104.1225815,TUCUMCARI,NEW MEXICO,QUAY,0.33,0.12,0.01,24.89,,,0.28,66.84,2.82,1.6,0.68,0.63,0.24,0.46,1.1,890,CANYON L,PENNSYLVANIAN,6912,,1/9/2003,,
42605,BLM,50589,,,1505720563,VICE NO. 1-14X,37.6146400,-99.5836500,PLEASANT VALLEY,KANSAS,FORD,0.488,0.54,,24.59,,,,67.05,3.53,2.07,0.65,0.39,0.18,0.21,0.3,860,LANSING,PENNSYLVANIAN,,10/4/2002,10/21/2002,2004,
42606,BLM,21129,,,3003720053,JOHN DAVID NO. 1,35.0791817,-104.1138153,TUCUMCARI,NEW MEXICO,QUAY,0.331,0.79,0.02,21.78,,0.07,,62.36,8.07,4.08,1.03,0.74,0.17,0.3,0.26,966,STRAWN,PENNSYLVANIAN,6314,,2/13/2003,,
42607,BLM,21131,,,3005320017,NAT NO. 1,34.5523262,-106.8253784,WILDCAT,NEW MEXICO,SOCORRO,0.12,64.27,,30.09,,,1.18,4,0.08,0.06,0.07,0.03,0.02,0.02,0.07,51,ENTRADA,JURASSIC,12280,,3/10/2003,,
42608,BLM,21132,,,4304734552,HILL CREEK NORTH NO. 4-10-15-20,39.5323800,-109.6713700,FLAT ROCK,UTAH,UINTAH,0.211,0.32,0.01,3.01,,0.04,,72.85,14.15,6.8,0.82,0.74,0.13,0.76,0.15,1254,MESAVERDE,CRETACEOUS,4544,8/14/2002,2/28/2003,,
42609,BLM,21133,,,1705321317,"TUPPER, V.L., ETAL BOL P RA SUC NO. 2",30.07942653,-92.79748164,THORNWELL S,LOUISIANA,JEFFERSON DAVIS,0.043,0.64,,1.03,,,,91.26,3.87,1.52,0.48,0.48,0.13,0.23,0.31,1091,BOLIVINA PERCA,OLIGOCENE,11580,7/21/2002,2/24/2003,2003,
42610,BLM,21135,,,23105200250000,HAWKINS 20-3  NO. 1,33.5027406,-89.0673969,MABEN,MISSISSIPPI,OKTIBBEHA,0.021,1.25,,0.97,,,,97.17,0.56,0.02,,,,,,994,KNOX,CAMBRO-ORDOVICIAN,,4/21/2002,3/20/2003,2003,
42611,BLM,50594,,,1503321079,BERGNER/ACRES UNIT NO. 1,37.2526500,-99.2848700,NESCATUNGA,KANSAS,COMANCHE,0.21,0.57,,8.81,,,,79.68,4.73,3.09,0.99,0.37,0.3,0.25,1,1083,SWOPE,PENNSYLVANIAN,,4/12/2000,4/8/2000,2003,
42612,BLM,50595,,,1503321079,BERGNER/ACRES UNIT NO. 1,37.2526500,-99.2848700,NESCATUNGA,KANSAS,COMANCHE,0.12,0.2,,5.14,,,,72.81,6.22,7.19,3.16,1.17,0.89,0.79,2.31,1354,ALTAMONT,PENNSYLVANIAN,,4/12/2000,4/9/2000,2003,
42613,BLM,50596,,,1503321079,BERGNER/ACRES UNIT NO. 1,37.2526500,-99.2848700,NESCATUNGA,KANSAS,COMANCHE,0.15,0.08,,4.4,,,,84.69,4.29,2.76,1.12,0.35,0.41,0.31,1.44,1150,PAWNEE,PENNSYLVANIAN,,4/12/2000,4/10/2000,2003,
42614,BLM,21139,,,3005920046,EXCEL NO. 1 (PRIOR TO BLOW OF WELL - BAD SAMPLE),36.95307,-103.47781,,NEW MEXICO,UNION,0.007,99.71,0.02,0.16,,0.01,,0.09,,,0.01,,,,,2,GLORIETA,PERMIAN,688,6/13/1980,4/3/2003,,
42615,BLM,21143,,,3005320017,NAT 1 (CYL# TDC-1EK084),34.5523262,-106.8253784,WILDCAT,NEW MEXICO,SOCORRO,0.047,0.83,2.17,96.27,,0.02,,0.66,,,,,,,,14,ENTRADA,JURASSIC,12280,,5/5/2003,,
42616,BLM,21144,,,3005320017,NAT 1 (CYL# TDC-1EK0861),34.5523262,-106.8253784,WILDCAT,NEW MEXICO,SOCORRO,0.042,0.45,1.92,96.98,,0.01,,0.59,,,,,,,,13,ENTRADA,JURASSIC,12280,,5/5/2003,,
42617,BLM,21145,,,3005320017,NAT 1 (CYL# 052A),34.5523262,-106.8253784,WILDCAT,NEW MEXICO,SOCORRO,0.04,0.92,2.06,96.19,,0.04,,0.68,,,,,,,,14,ENTRADA,JURASSIC,12280,,5/5/2003,,
42618,BLM,21149,,,3003720056,RANDALS NO. 6,35.0578766,-104.1101761,TUCUMCARI,NEW MEXICO,QUAY,0.293,0.67,0.04,32.87,,0.06,,53.25,6.95,3.57,0.93,0.64,0.18,0.31,0.25,835,CANYON L,PENNSYLVANIAN,6454,,5/20/2003,,
42619,BLM,21163,,,1503320450,KERSTETTER 2-33,37.2200700,-99.3886200,BIRD E,KANSAS,COMANCHE,0.128,0.05,0.01,2.76,,0.11,,85.71,4.29,3.47,1.33,0.43,0.41,0.33,0.99,1165,PAWNEE,PENNSYLVANIAN,,4/29/2000,5/21/2003,2003,
42620,BLM,21168,,,1503321025,WAGNON NO. 1-9,37.19031,-99.2766,KEIGHLEY NW,KANSAS,COMANCHE,0.184,0.19,0.02,3.95,,0.09,,88.14,3.52,1.56,0.74,0.29,0.21,0.24,0.87,1087,KANSAS CITY,PENNSYLVANIAN,,9/14/1999,5/21/2003,2003,
42621,BLM,21169,,,1503321040,BEELEY NO. 1,37.1893900,-99.2703900,KEIGHLEY NW,KANSAS,COMANCHE,0.187,0.2,0.01,3.79,,0.16,,89.17,3.32,1.13,0.55,0.26,0.14,0.2,0.89,1072,PAWNEE,PENNSYLVANIAN,,12/8/1999,5/21/2003,2003,
42622,BLM,21173,,,1503321113,BARNES 1-12,37.2717400,-99.3391300,UNNAMED,KANSAS,COMANCHE,0.989,0.24,,24.86,,0.08,,61.05,6.01,3.65,1.32,0.53,0.42,0.31,0.55,932,MISSISSIPPIAN,MISSISSIPPIAN,,8/21/2000,5/21/2003,2003,
42623,BLM,21174,,,1503321086,LENERTZ  2,37.2547600,-99.3320700,BIRD,KANSAS,COMANCHE,0.557,0.38,0.01,13.3,,0.13,,72.09,6.6,3.63,1.24,0.48,0.4,0.3,0.88,1065,MISSISSIPPIAN,MISSISSIPPIAN,,8/23/2000,5/21/2003,2003,
42624,BLM,21175,,,1503321216,LAKE NO. 4,37.25295,-99.34137,COLDWATER TOWNSITE,KANSAS,COMANCHE,0.217,0.47,0.01,7.78,,0.09,,71.47,10.06,5.33,2.01,0.74,0.65,0.45,0.72,1204,VIOLA,ORDOVICIAN,,5/2/2001,5/21/2003,2003,
42625,BLM,21176,,,1503321173,LAKE NO. 2,37.25464,-99.3562,,KANSAS,COMANCHE,0.091,0.22,0.01,1.06,,0.07,,93.72,2.71,0.99,0.32,0.15,0.12,0.11,0.44,1067,MISSISSIPPIAN,MISSISSIPPIAN,5260,2/13/2001,5/21/2003,2003,
42626,BLM,21177,,,1503321181,LAKE NO. 3,37.25699,-99.34798,,KANSAS,COMANCHE,0.093,0.22,0.01,1.2,,0.13,,93.13,2.77,1.03,0.33,0.16,0.12,0.12,0.69,1076,MISSISSIPPIAN,MISSISSIPPIAN,5182,2/19/2001,5/21/2003,2003,
42627,BLM,21178,,,1503320966,CARY NO. 36-16,37.21068,-99.33139,COLTER,KANSAS,COMANCHE,0.277,0.19,0.01,6.17,,0.01,,84.27,5.29,2.15,0.73,0.32,0.2,0.17,0.22,1060,PAWNEE,PENNSYLVANIAN,,8/27/1998,5/21/2003,2003,
42628,BLM,21180,,,1503321317,BIRD 2-28,37.2355900,-99.3830900,COLTER W,KANSAS,COMANCHE,0.091,0.26,0.01,1.03,,0.04,,93.93,2.7,0.98,0.3,0.15,0.11,0.11,0.31,1061,MISSISSIPPIAN,MISSISSIPPIAN,,,5/22/2003,2003,
42629,BLM,21182,,,1503320975,WEBSTER 3-4,37.2047400,-99.3804700,COLTER W,KANSAS,COMANCHE,0.106,0.18,0.01,1.64,,0.08,,90.67,3.31,1.82,0.74,0.27,0.25,0.22,0.7,1107,"PAWNEE, MISS-MISSISSIPPIAN",PENNSYLVANIAN,,11/17/1998,5/22/2003,2003,
42630,BLM,21183,,,1503321341,BIRD 3-28,37.2309100,-99.3841800,BIRD,KANSAS,COMANCHE,0.242,0.17,,5.7,,0.1,,78.12,7.88,3.9,1.62,0.64,0.49,0.39,0.77,1174,VIOLA,ORDOVICIAN,,1/16/2003,5/22/2003,2003,
42631,BLM,21187,,,1503320370,SCHUETTE 1,37.2906200,-99.0041600,PERRY RANCH,KANSAS,COMANCHE,0.139,0.22,0.01,1.33,,0.1,,86.84,5.29,2.9,1.19,0.48,0.41,0.34,0.77,1167,"CHEROKEE, MISS-MISSISSIPPIAN",PENNSYLVANIAN,4875,2/25/1981,6/9/2003,,
42632,BLM,21188,,,1500720591,SCHUETTE 1A,37.2924200,-99.0004200,PERRY RANCH,KANSAS,BARBER,0.213,0.16,0.01,3.08,,0.11,,85.64,5.3,2.7,1.02,0.41,0.35,0.28,0.72,1136,MISSISSIPPIAN,MISSISSIPPIAN,4869,6/6/1978,6/9/2003,,
42633,BLM,21197,,,1500722649,WHEELOCK 4,37.2938500,-98.6145700,WHELAN SW,KANSAS,BARBER,0.294,0.1,0.01,7.81,,0.09,,74.87,7.83,5.2,1.6,0.73,0.44,0.36,0.68,1168,MISSISSIPPIAN,MISSISSIPPIAN,,6/14/2001,6/10/2003,2003,
42634,BLM,21202,,,1500721505,HELEN WILEY 2,37.0627800,-98.6029400,HARDTNER,KANSAS,BARBER,0.087,0.07,0.01,1.38,,0.05,,89.81,4.58,2.1,0.77,0.29,0.25,0.19,0.42,1115,,,,4/28/1983,6/11/2003,2003,
42635,BLM,21207,,,1500720615,RUSK B 1,37.2800700,-99.0007500,PERRY RANCH,KANSAS,BARBER,0.192,0.18,0.01,2.51,,0.09,,88.04,4.76,2.19,0.73,0.3,0.23,0.2,0.57,1108,"FORT SCOTT, MISS-MSSP",PENNSYLVANIAN,4845,8/2/1978,6/11/2003,,
42636,BLM,21208,,,1503320374,SCHUETTE 2,37.2800800,-99.0053100,PERRY RANCH,KANSAS,COMANCHE,0.219,0.13,0.01,2.69,,0.09,,88.22,4.56,2.04,0.69,0.29,0.24,0.2,0.61,1104,CHEROKEE,PENNSYLVANIAN,4794,2/25/1981,6/11/2003,,
42637,BLM,21209,,,1500720662,RUSK 1-C,37.2947100,-98.991400,PERRY RANCH,KANSAS,BARBER,0.215,0.08,0.01,3.41,,0.12,,84.61,5.14,3.02,1.26,0.48,0.5,0.35,0.81,1153,MISSISSIPPIAN,MISSISSIPPIAN,4866,11/9/1978,6/11/2003,,
42638,BLM,21213,,,4903522363,MESA NO. 2-28D,42.7238400,-109.8311700,PINEDALE,WYOMING,SUBLETTE,0.017,0.67,,13.28,,0.04,,81.23,3.24,0.9,0.18,0.2,0.05,0.08,0.11,925,LANCE,CRETACEOUS,,10/21/2002,6/6/2003,,
42639,BLM,21214,,,,DBK WELL,,,DINEH BI KEYAH,ARIZONA,APACHE,4.726,10.67,,80.94,,0.46,,2.53,0.25,0.19,0.09,0.05,0.03,0.03,0.03,43,,,,,4/17/2003,,
42640,BLM,21219,,,04030186880000,954-35B,35.1879310,-119.4722890,BUENA VISTA,CALIFORNIA,KERN,0.006,5.7,0.01,8.89,,0.02,,83.65,1.12,0.29,0.08,0.08,0.02,0.04,0.1,886,PHACOIDES,MIOCENE,,04/00/2002,7/16/2003,2003,
42641,BLM,21220,,,04030186880000,954-35B,35.1879310,-119.4722890,BUENA VISTA,CALIFORNIA,KERN,0.006,5.78,0.01,7.31,,0.08,,85.07,1.14,0.29,0.08,0.08,0.02,0.04,0.1,901,PHACOIDES,MIOCENE,,04/00/2002,7/16/2003,2003,
42642,BLM,21221,,,3003720051,ANNA KATHERYN NO. 1,35.0761604,-104.1229553,TUCUMCARI,NEW MEXICO,QUAY,0.361,,0.04,32.98,,0.03,,63.52,1.61,0.76,0.23,0.22,0.06,0.12,0.08,716,STRAWN,PENNSYLVANIAN,,,7/31/2003,,
42643,BLM,21222,,,3003720053,JOHN DAVID NO. 1,35.0791817,-104.1138153,TUCUMCARI,NEW MEXICO,QUAY,0.337,,0.04,27.68,,0.04,,58.13,7.1,3.81,1.13,0.77,0.25,0.43,0.3,914,STRAWN,PENNSYLVANIAN,6200,,7/31/2003,,
42644,BLM,21224,,,1500900741,ALDRICH 2,38.3716100,-98.8873700,HEIZER SW,KANSAS,BARTON,1.052,,,22.14,,0.02,,74.63,1.6,0.41,0.07,0.05,0.01,0.01,0.01,799,CHASE GROUP,PERMIAN,,1/28/2002,8/18/2003,2003,
42645,BLM,21225,,,1500924718,ALDRICH 1,38.3754000,-98.8863600,HEIZER SW,KANSAS,BARTON,1.232,,,26,,0.03,,69.89,1.83,0.65,0.16,0.1,0.03,0.04,0.04,769,CHASE GROUP,PERMIAN,,12/1/2001,8/18/2003,2003,
42646,BLM,21226,,,1500924682,CONNER 1,38.3843800,-98.8804500,HEIZER SW,KANSAS,BARTON,1.427,,,26.49,,0.05,,68.23,2.15,0.9,0.29,0.18,0.07,0.08,0.13,779,ARBUCKLE,CAMBRO-ORDOVICIAN,3550,10/10/2000,8/18/2003,,
42647,BLM,21227,,,1500921138,TINDALL-LARSON 1,38.4788300,-98.7499300,HOMESTEAD N,KANSAS,BARTON,1.24,,,23.97,,0.03,,71.54,1.96,0.76,0.22,0.12,0.06,0.05,0.04,796,PERMIAN,PERMIAN,,5/16/2000,8/18/2003,2003,
42648,BLM,21228,,,1500921552,RUSCO A1,38.4811200,-98.7232000,HOMESTEAD NE,KANSAS,BARTON,1.175,,,23.4,,0.03,,71.93,2.09,0.82,0.24,0.12,0.06,0.06,0.07,806,PERMIAN,PERMIAN,,10/27/2000,8/18/2003,2003,
42649,BLM,21236,,,1516521019,LEGLEITER A1,38.5947100,-99.2738000,REICHEL W,KANSAS,RUSH,1.94,,,30.37,,0.06,,63.96,1.97,0.87,0.31,0.19,0.1,0.09,0.13,735,CHASE GROUP,PERMIAN,,7/1/1983,8/19/2003,2007,
42650,BLM,21239,,,1516520994,HOFFMAN 3,38.6343800,-99.2321800,REICHEL,KANSAS,RUSH,1.888,,,25.15,,0.07,,68.11,2.52,1.11,0.4,0.27,0.14,0.13,0.22,805,CHASE GROUP,PERMIAN,,7/14/1982,8/19/2003,2007,
42651,BLM,21242,,,1518521957,PAULSEN 1-35,37.9196300,-98.4933600,VOGEL NE,KANSAS,STAFFORD,0.697,0.12,0.01,11.56,,0.08,,67.06,10.06,5.97,2,0.71,0.57,0.35,0.82,1172,MISSISSIPPIAN,MISSISSIPPIAN,,3/19/1984,8/19/2003,2003,
42652,BLM,21253,,,1514500555,WILSON C1,38.1182800,-98.9821300,DUNES W,KANSAS,PAWNEE,0.605,,,11.04,,0.01,,85.3,2.15,0.65,0.12,0.06,0.02,0.02,0.02,927,WABAUNSEE,PENNSYLVANIAN,2876,4/23/1986,8/20/2003,,
42653,BLM,21255,,,1514521455,JAMES TRUST 1A,38.0355800,-99.0764900,ZOOK,KANSAS,PAWNEE,0.512,0.12,,4.35,,0.05,,88.96,3.31,1.32,0.44,0.29,0.14,0.12,0.39,1045,MISSISSIPPIAN,MISSISSIPPIAN,,8/15/1998,8/20/2003,,
42654,BLM,21275,,,05045077050000,DEVER NO 36-5 (H35),39.4847467,-107.7345961,MAMM CREEK,COLORADO,GARFIELD,0.045,2.08,,0.66,,0.18,,86.17,6.5,2.11,0.64,0.57,0.22,0.27,0.55,1126,WILLIAMS FORK,CRETACEOUS,7702,8/22/2001,8/22/2003,,
42655,BLM,21276,,,3003720076,WILSON NO. 1  (RED LABEL CYL),35.1097722,-103.9880444,WILDCAT,NEW MEXICO,QUAY,0.176,27.31,0.02,8.13,,0.2,,48.21,7.63,4.54,1.46,0.75,0.35,0.48,0.73,878,STRAWN,PENNSYLVANIAN,7210,,9/9/2003,2004,
42656,BLM,21277,,,3003720076,WILSON NO. 1 (BLACK LABEL CYL),35.1097722,-103.9880444,WILDCAT,NEW MEXICO,QUAY,0.174,27.35,0.02,8.07,,0.39,,48.04,7.62,4.53,1.46,0.75,0.36,0.51,0.71,877,STRAWN,PENNSYLVANIAN,7210,,9/9/2003,2004,
42657,BLM,21281,,,04113211760002,IOC NO. 18,38.5877715,-121.6431695,TODHUNTERS LAKE,CALIFORNIA,YOLO,0.102,0.1,,15.41,,0.05,,84.24,0.03,,0.01,,,,0.06,857,MOKELUMNE RIVER,CRETACEOUS,,3/20/2003,9/22/2003,2003,
42658,BLM,21282,,,02001203140000,STATE NO. 12-16-28,34.4415700,-109.3844900,CEDAR MESA,ARIZONA,APACHE,0.002,0.03,,78.07,,,21.9,,,,,,,,,,AMOS WASH,PERMIAN,2069,9/26/2003,9/30/2003,,
42659,BLM,21286,,,,RED BLUFF CENTRAL POINT,33.6495669,-104.3717580,,NEW MEXICO,CHAVES,0.383,0.22,0.02,4.89,,0.14,,87.3,3.89,1.52,0.57,0.28,0.2,0.18,0.41,1054,,,,,10/21/2003,2003,
42660,BLM,21287,,,,SLAYTON CDP CENTRAL POINT,33.0888428,-104.2065207,,NEW MEXICO,CHAVES,0.116,0.5,0.02,5.81,,0.13,,76.53,8.24,4.72,1.6,0.75,0.4,0.45,0.72,1185,,,,,10/21/2003,2003,
42661,BLM,21288,,,,LONG ARROYO MQ VALLEY CENTRAL POINT,33.0742724,-104.0852695,,NEW MEXICO,CHAVES,0.068,0.6,,0.87,,0.1,,86.59,6.63,2.88,0.84,0.42,0.23,0.26,0.5,1152,,,,,10/21/2003,2003,
42662,BLM,50603,,,23121201630000,IP 15-4 NO. 1,32.4519310,-89.8819434,GOSHEN SPRINGS,MISSISSIPPI,RANKIN,,99.5,,0.25,,,,0.25,,,,,,,,,NORPHLET,JURASSIC,16132,4/7/2003,,,
42663,BLM,21296,,,42375316280000,BIVINS RANCH 1A-212,35.4089720,-101.8831940,BIVINS RANCH,TEXAS,POTTER,1.792,0.52,0.01,27.69,,0.1,,63.12,3.65,1.85,0.51,0.27,0.11,0.15,0.21,796,BROWN DOLOMITE,PERMIAN,,1/3/2001,1/29/2004,2004,
42664,BLM,21297,,,4301530135,FERRON-FEDERAL NO. 14-27,39.3092500,-111.0121800,BUZZARD BENCH,UTAH,EMERY,,0.12,0.01,3.66,,0.11,,91.65,0.85,2.01,0.66,0.49,0.13,0.16,0.17,1050,FERRON,CRETACEOUS,2452,11/19/1983,3/12/2004,,
42665,BLM,21298,,,4301530083,FEDERAL ALKER NO. 1-8,39.0121000,-111.1521300,FERRON,UTAH,EMERY,0.201,0.32,,9.89,,,,88.15,0.67,0.65,0.03,0.07,,0.01,,924,FERRON,CRETACEOUS,1300,12/29/1981,3/12/2004,,
42666,BLM,21299,,,4300730818,EDP NO. 1 (48 HOUR FLOW),39.5370500,-110.5860600,CLARK VALLEY,UTAH,CARBON,0.023,96.8,0.01,2.63,,0.23,,0.31,,,,,,,,3,NAVAJO,JURASSIC,2790,2/15/2002,3/24/2004,,
42667,BLM,21300,,,4300730818,EDP NO. 1 (72 HOUR FLOW),39.5370500,-110.5860600,CLARK VALLEY,UTAH,CARBON,0.023,96.06,0.01,3.57,,0.05,,0.3,,,,,,,,3,NAVAJO,JURASSIC,2790,2/15/2002,3/25/2004,,
42668,BLM,21301,,,3000563513,BUDER ACN FEDERAL NO. 2,33.7783800,-104.2877600,CROCKETT DRAW,NEW MEXICO,CHAVES,0.331,0.3,,7.72,,0.1,,83.37,4.16,1.95,0.72,0.36,0.24,0.23,0.52,1046,WOLFCAMP,PERMIAN,5160,11/12/2003,,2004,
42669,BLM,21307,,,42375316280000,BIVINS RANCH 1A-212,35.4089720,-101.8831940,BIVINS RANCH,TEXAS,POTTER,1.768,0.54,0.01,27.63,,0.13,,63.24,3.63,1.84,0.51,0.27,0.11,0.15,0.18,795,BROWN DOLOMITE,PERMIAN,,1/3/2001,5/4/2004,2004,
42670,BLM,21311,,,3000720084,VPR B NO. 10,36.7900900,-104.9461800,VAN BREMMER CANYON,NEW MEXICO,COLFAX,,0.49,,0.06,,,,99.33,0.07,0.01,0.01,0.01,,0.01,,1008,VERMEJO,CRETACEOUS,1967,9/4/1989,5/24/2004,,
42671,BLM,21312,,,3000720095,VPR D NO. 18,36.8728800,-105.0719700,CASTLE ROCK PARK,NEW MEXICO,COLFAX,,0.06,,0.11,,,,99.82,0.01,,,,,,,1010,VERMEJO,CRETACEOUS,1900,7/23/1990,5/24/2004,,
42672,BLM,21313,,,3000720115,VPR A NO. 6,36.9692100,-104.8593000,STUBBLEFIELD CANYON,NEW MEXICO,COLFAX,0.001,0.38,,0.18,,,,99.42,0.02,,,,,,,1007,VERMEJO,CRETACEOUS,2288,9/22/1999,5/25/2004,,
42673,BLM,21325,,,0508306438,MC5,37.4171300,-108.7659900,MCELMO DOME UNIT,COLORADO,MONTEZUMA,0.014,53.59,,39.51,,,6.88,,,,,,,,,,LEADVILLE,MISSISSIPPIAN,8298,7/10/1985,05/00/2004,,
42674,BLM,21326,,,0508306253,HC1,37.4753100,-108.8868300,MCELMO DOME UNIT,COLORADO,MONTEZUMA,,24.15,,64.37,,,11.49,,,,,,,,,,LEADVILLE,MISSISSIPPIAN,8220,4/16/1979,05/00/2004,,
42675,BLM,21327,,,0508306586,YA4,37.4646000,-108.7812700,MCELMO DOME UNIT,COLORADO,MONTEZUMA,0.081,96.14,,3.67,,0.11,,,,,,,,,,,LEADVILLE,MISSISSIPPIAN,8076,5/27/2001,05/00/2004,,
42676,BLM,21328,,,0503306081,DOE CANYON UNIT (15-40-18) NO. 1,37.7391870,-108.8250770,DOE CANYON,COLORADO,DOLORES,2.622,73.49,0.04,19.9,,0.17,,3.77,,,,,,,,38,LEADVILLE,MISSISSIPPIAN,8655,2/24/1984,05/00/2004,,
42677,BLM,21329,,,04095211660000,HORIGAN RAYN NO. 1,38.3627646,-121.8091760,BUNKER,CALIFORNIA,SOLANO,,0.25,,7.51,,0.05,,86.29,3.41,1.44,0.34,0.31,0.07,0.11,0.22,1009,WINTERS,CRETACEOUS,,7/12/2002,5/27/2004,2007,
42678,BLM,21336,,,0508306253,HC1,37.4753100,-108.8868300,MCELMO DOME UNIT,COLORADO,MONTEZUMA,0.086,97.84,,2.05,,0.02,,,,,,,,,,,LEADVILLE,MISSISSIPPIAN,8220,4/16/1979,07/00/2004,,
42679,BLM,21337,,,0508306438,MC5,37.4171300,-108.7659900,MCELMO DOME UNIT,COLORADO,MONTEZUMA,0.093,98.03,,1.85,,0.02,,,,,,,,,,,LEADVILLE,MISSISSIPPIAN,8298,7/10/1985,07/00/2004,,
42680,BLM,21350,,,0511306139,ANDY'S MESA 58,38.0263300,-108.6166600,ANDY'S MESA,COLORADO,SAN MIGUEL,0.273,0.03,0.01,18.06,,0.03,,79.36,1.55,0.27,0.11,0.09,0.04,0.05,0.15,855,"CUTLER, PENN-HONAKER TRAIL",PERMIAN,,7/10/2004,8/23/2004,2004,
42681,BLM,21361,,,0511306130,ANDY'S MESA FEDERAL 39,38.0501500,-108.6448100,ANDY'S MESA,COLORADO,SAN MIGUEL,0.142,0.04,0.01,7.07,,0.02,,90.24,1.49,0.34,0.14,0.1,0.06,0.07,0.27,975,HONAKER TRAIL,PENNSYLVANIAN,,6/19/2004,8/25/2004,2004,
42682,BLM,21374,,,0511306092,FOSSIL FEDERAL 3-13,38.0762400,-108.6976500,DOUBLE EAGLE,COLORADO,SAN MIGUEL,0.024,0.31,0.01,1.26,,0.02,,97.29,0.59,0.15,0.08,0.05,0.03,0.04,0.13,1013,"HONAKER TRAIL, ISMAY",PENNSYLVANIAN,,5/30/2004,8/26/2004,2004,
42683,BLM,21377,,,0511306101,FOSSIL FEDERAL 1-20,38.0601600,-108.6599900,ANDY'S MESA,COLORADO,SAN MIGUEL,0.108,,0.03,8.74,,0.05,,87.45,1.8,0.61,0.32,0.23,0.12,0.16,0.37,979,CUTLER,PERMIAN,,10/30/2003,8/26/2004,2004,
42684,BLM,21378,,,0503306081,DOE CANYON UNIT (15-40-18) NO. 1,37.7391870,-108.8250770,DOE CANYON,COLORADO,DOLORES,0.969,91.01,,6.49,,0.03,,1.49,,,,,,,,15,LEADVILLE,MISSISSIPPIAN,8655,2/24/1984,8/26/2004,,
42685,BLM,21386,,,04039200780000,RODUNER NO. 1-32,37.0239000,-120.4640100,ASH SLOUGH,CALIFORNIA,MADERA,0.012,0.09,,12.86,,,,86.57,0.34,0.05,0.02,0.03,0.01,0.01,0.02,886,BLEWETT,CRETACEOUS,,8/18/1995,08/00/2004,2004,
42686,BLM,21391,,,04029843740000,621,35.1977700,-119.4612500,BUENA VISTA,CALIFORNIA,KERN,0.046,6.6,,1.44,,0.11,,78.7,5.9,3.93,1.42,0.61,0.33,0.39,0.52,1120,ANTELOPE,MIOCENE,4599,12/3/1989,10/12/2004,,
42687,BLM,21392,,,4304732701,FEDERAL 43-29,40.0869900,-109.9098000,EIGHT MILE FLAT N,UTAH,UINTAH,0.053,0.28,,1.47,,0.07,,82.64,8.03,4.71,1.15,0.64,0.29,0.3,0.34,1196,GREEN RIVER,EOCENE,5842,11/10/1995,9/23/2004,,
42688,BLM,21397,,,0503306112,FEDERAL 8-40-17 NO. 2,37.7472200,-108.7397300,DOE CANYON,COLORADO,DOLORES,0.274,96.68,,2.27,,,,0.76,,,,,,,,8,LEADVILLE,MISSISSIPPIAN,9287,12/6/1990,12/1/2004,,
42689,BLM,21399,,,04030153010000,STAR FEE 701,35.3410410,-119.6574170,CYMRIC,CALIFORNIA,KERN,0.032,0.06,0.03,81.56,,,9.88,3.65,0.74,1.22,0.87,0.42,0.37,0.38,0.81,191,POINT OF ROCKS,EOCENE,10178,8/21/2000,11/17/2004,,
42690,BLM,21401,,,04030046410000,R.H. ANDERSON TWO 100H,35.3896000,-119.7420600,CYMRIC,CALIFORNIA,KERN,0.023,6.59,,2.5,,0.06,,82.7,5.09,1.99,0.27,0.31,0.04,0.05,0.38,1018,CARNEROS,MIOCENE,,12/4/1995,11/17/2004,2007,
42691,BLM,21402,,,0503306081,DOE CANYON UNIT (15-40-18) NO. 1,37.7391870,-108.8250770,DOE CANYON,COLORADO,DOLORES,0.419,95.33,,3.44,,0.01,,0.79,,,,,,,,8,LEADVILLE,MISSISSIPPIAN,8655,2/24/1984,12/20/2004,,
42692,BLM,21403,,,04237262890000,D-725,33.7425300,-118.1619400,WILMINGTON,CALIFORNIA,LOS ANGELES,0.028,2.16,,2.92,,0.03,,90.85,1.72,0.99,0.49,0.4,0.1,0.18,0.13,1021,REPETTO,PLIOCENE,,9/13/2003,11/17/2004,2005,
42693,BLM,21404,,,04237203440000,A-359,33.7589500,-118.1798400,WILMINGTON,CALIFORNIA,LOS ANGELES,,5.32,0.05,2.8,,0.04,,90.98,0.78,,0.02,0.01,,,,936,PUENTE,MIOCENE,,9/4/2000,11/17/2004,2005,
